"Date","Tweet","Location","Retweets","Link to tweet"
"19-02-2020"," @UNICEFAfrica: The world is failing to provide #children with a healthy life & #climate fit for their future BUT we can change this. Che...","兵庫県（HYOGO）、🇯🇵JAPAN🇯🇵","7","https://twitter.com/loudshin/status/1230066623572107267"
"19-02-2020"," @UNICEFAfrica: The world is failing to provide #children with a healthy life & #climate fit for their future BUT we can change this. Che...","Dar es Salaam, Tanzania","7","https://twitter.com/UNICEFTanzania/status/1230066359410864128"
"19-02-2020","How can $10bn #fight #climate change?                    Image copyright .....read more. https://t.co/AHSMx7nar7 #10bn #businessgrowth https://t.co/dt4rmFoWt7","","0","https://twitter.com/EnterpriserSTE/status/1230066292582993920"
"19-02-2020","The world is failing to provide #children with a healthy life & #climate fit for their future BUT we can change this. Check out a few recommendations in  @UNICEF , @WHOs  & @TheLancet new Lancet 2020 Commission Report below . https://t.co/ERut20PpLC","Africa","7","https://twitter.com/UNICEFAfrica/status/1230066234147901440"
"19-02-2020","Last week the #French ski resort of Luchon-Superbagnères in the Pyrenees had to use helicopters to deliver snow to its slopes after warm weather in the region threatened to end its ski season prematurely. #climate @Telegraph https://t.co/EqR5UC3zap","Bozeman, Mont.","0","https://twitter.com/TheDailyClimate/status/1230065761730908161"
"19-02-2020"," @TrueLegumes: Congratulations: #Peas for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic! #Legume #bi...","Scotland","5","https://twitter.com/AlistairPrior/status/1230065520667504640"
"19-02-2020"," @DECLeeds: Are you a Secondary school specialist who wants more skills and knowledge to teach about the #climate crisis?  Book on our ha...","Leeds, England","2","https://twitter.com/LeedsClimateCom/status/1230065242828308485"
"19-02-2020"," @ECOWARRIORSS: Bernie is going to create millions of green jobs and unleash a  multi-trillion-dollar scheme to fight #climate change but...","Centre Bretagne, France","9","https://twitter.com/la_rabine/status/1230063968028368896"
"19-02-2020"," @TrueLegumes: Congratulations: #Peas for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic! #Legume #bi...","Braşov, România","5","https://twitter.com/highclere2018/status/1230063621121748993"
"19-02-2020"," @hborys: The choice of the initial road layout in new development could be one of the biggest climate-relevant investments that humans a...","NYC","18","https://twitter.com/JamesonCapital/status/1230063242871025671"
"19-02-2020","What One Person Can Do About #ClimateChange #climate #climatecrisis #climateemergency https://t.co/TNlCivFw4k https://t.co/FiKe7NQ8A3","Florida & Nova Scotia","0","https://twitter.com/PolyConundrum/status/1230062438776791040"
"19-02-2020"," @arikring: An Amazing Photographic Doc of 1 of the Worlds Largest #Solar #Energy Plants https://t.co/XMQMawCzcx #Climate #CSP https://t....","over here","133","https://twitter.com/hillclime/status/1230061171966763008"
"19-02-2020"," @PlaceConfession: @LeoDiCaprio @earthalliance Climate change is real. #ClimateEmergency #ClimateActNow #climate https://t.co/owu8fJlGWe","Ondo state, Nigeria ","5","https://twitter.com/_fayanjubobola/status/1230060893083459584"
"19-02-2020"," @arikring: Great : #Indias #Trains & #Railway Stations are Going #Solar! Cleaner #Air Less #Pollution Fighting #Climate Change https://...","","412","https://twitter.com/renshaw_gary/status/1230060083918192642"
"19-02-2020","#CLIMATE change: Fertiliser could be used to power #OCEAN-going ships https://t.co/hDDRy98HMP  #GlobalWarming #climatechange","New York, USA","0","https://twitter.com/gridpointwx/status/1230059281573203969"
"19-02-2020","#CLIMATE change: Fertiliser could be used to power #OCEAN-going ships https://t.co/N9zDllzBwZ #GPWX #GlobalWarming #climatechange","NY","0","https://twitter.com/TimMelino/status/1230059084700930048"
"19-02-2020"," @elder_jillian: I’m so excited for this! Student designed projects leading the way on sustainability across our FE programmes in Busines...","Perth, Scotland","1","https://twitter.com/PerthPrincipal/status/1230058815577624576"
"19-02-2020","#Central #banks are planning radical #regulatory #changes to tackle the #climate #crisis: find out more in our new #research report - in partnership with #OMFIF:   https://t.co/3Rt83RIATl   #ESGBanking2020 #FinanceForGood https://t.co/lnoYYtaogX","","0","https://twitter.com/vladimirvano/status/1230058731737636865"
"19-02-2020"," @TrueLegumes: Congratulations: #Peas for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic! #Legume #bi...","The James Hutton Institute","5","https://twitter.com/AgroEcoAtJHI/status/1230057168034058240"
"19-02-2020","BBC News - Climate change: Fertiliser could be used to power ocean-going ships https://t.co/zBBuXaiI5w #sustainability #trade #exports #imports #energy #climatechange  #climate #carbon #energy","London, UK","0","https://twitter.com/_FinancialWorld/status/1230056498283282433"
"19-02-2020","How are cat videos, data and climate change connected? 🧐 | @UmbertoBacchi reports #propertyrights #digitalrights #climate https://t.co/RIe2LSNXWS","","0","https://twitter.com/TRF_Land/status/1230056175422468096"
"19-02-2020"," @aus_business: While governments appear unlikely to reach consensus on #climate policy in the foreseeable future, shareholders across th...","Perth, Western Australia","1","https://twitter.com/ConradLiveris/status/1230055846261821441"
"19-02-2020","Congratulations: #Peas for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic! #Legume #biorefining for alcohol has the potential to reduce Europes protein deficit and mitigate #climate change: https://t.co/DeBBKglO35 @EIPAGRI_SP @EUAgri #H2020 https://t.co/sMvMSrsPl2","","5","https://twitter.com/TrueLegumes/status/1230055694080073729"
"19-02-2020","While governments appear unlikely to reach consensus on #climate policy in the foreseeable future, shareholders across the world are exercising their muscle to force a change in corporate conduct, but not in Australia. #finserv #ausbiz https://t.co/ziScw6Djjq","Australia","1","https://twitter.com/aus_business/status/1230055445408165889"
"19-02-2020","There’s an argument that because the time horizon for monetary policy is about 2-3 years, and climate change timelines are much longer, it makes central banks ill-equipped to have a meaningful impact. #Climate #Sustainability https://t.co/zfs6TR6JKk","Santiago de Chile","0","https://twitter.com/gerardomll/status/1230054424669753344"
"19-02-2020","Blog Post -->https://t.co/0MIWjosN2G The #circular #economy derives value from municipal & industrial #waste. What do you do with your waste? Lets coordinate ourselves to generate #value and #business opportunity while impacting #climate change positively. https://t.co/fR03dF7s8h","Pretoria","0","https://twitter.com/Uzenzele/status/1230053811764547585"
"19-02-2020","EMK Center invited Josephite Eco Earth Club, a club from the prestigious St. Joseph School and College, to attend a workshop that raises awareness regarding climate change.  #emkcenter #dhaka #climate #dhaka #school #workshop #makerlab https://t.co/diBlUgGSuc","Dhanmondi, Dhaka, Bangladesh","0","https://twitter.com/EMKCenter/status/1230052695085436928"
"19-02-2020"," @Maroc_UNESCO: 300 women journalists from #Africa will take part in the 3rd @Panafricaines forum initiated by @2MInteractive and organiz...","Rabat-Salé-Zemmour-Zaer, Morocco","2","https://twitter.com/SiMo_Methqal/status/1230052323885506560"
"19-02-2020"," @ShaheenX: Every child worldwide now faces existential threats from #climate change and commercial pressures, experts and political lea...","Roma, Italia","1","https://twitter.com/benphillips76/status/1230050941807865856"
"19-02-2020","Every child worldwide now faces existential threats from #climate change and commercial pressures, experts and political leaders warn in new report https://t.co/DJmvi0j9yu","Singapore","1","https://twitter.com/ShaheenX/status/1230050798865797120"
"19-02-2020"," @ECOWARRIORSS: Bernie is going to create millions of green jobs and unleash a  multi-trillion-dollar scheme to fight #climate change but...","","9","https://twitter.com/beckwith_simon/status/1230050759930236929"
"19-02-2020","Fighting #climate change is now the most important topic. Power of multiple tech coming together can make it happen. - Denner  #IoT #AI #BCW20 https://t.co/knhUbT2xcr","Bangalore","1","https://twitter.com/rmjblr/status/1230049841574641664"
"19-02-2020","Sure, $10 billions plenty of money, but #Bezos himself is at the helm of a company thats had a rocky relationship with efforts to protect the environment in the past. @futurism  #Amazon #climate https://t.co/bHB5IbaGcM","Charlottesville, VA","0","https://twitter.com/EnvirHealthNews/status/1230049397624492032"
"19-02-2020"," @seasonaxapp: Airline #stocks belong to the most popular ones among #investors in spite of climate change! Can @Airbus hope to gain a ne...","Mysore  and  BERLIN","1","https://twitter.com/chidambara09/status/1230048664590020608"
"19-02-2020","Airline #stocks belong to the most popular ones among #investors in spite of climate change! Can @Airbus hope to gain a new price record? Seasonality shows a high probability of that event, just start trading today and sell on 1.03! #seasonal #flight #bigdata #fintech #climate https://t.co/Ll4SkkgmPI","Wien","1","https://twitter.com/seasonaxapp/status/1230048168982843392"
"19-02-2020"," @arikring: Great : #Indias #Trains & #Railway Stations are Going #Solar! Cleaner #Air Less #Pollution Fighting #Climate Change https://...","Colorado, Texas, Georgia, NY/NJ","412","https://twitter.com/TheRealNumber6/status/1230048085838974976"
"19-02-2020","I always enjoy reading @martinwolf_ s articles on @FT. This one makes a compelling argument that a transformation from our current #energy system to a different one is the only option to avoid disastrous #climate change. For that, we need #innovation  https://t.co/amGhocGnIw","Luxembourg & Brussels","0","https://twitter.com/g_nastasi/status/1230047789989625857"
"19-02-2020"," @arikring: Great : #Indias #Trains & #Railway Stations are Going #Solar! Cleaner #Air Less #Pollution Fighting #Climate Change https://...","Hobart, Australia","412","https://twitter.com/ChristineMilne/status/1230047779788996609"
"19-02-2020","If we do not act Climate change could lead to a 20% food price rise in 2050 #climate #Adaptation https://t.co/D1s35tszFV","","0","https://twitter.com/MiM82moretti/status/1230047056674377729"
"19-02-2020"," @arikring: Great : #Indias #Trains & #Railway Stations are Going #Solar! Cleaner #Air Less #Pollution Fighting #Climate Change https://...","Tel Aviv","412","https://twitter.com/arikring/status/1230046473259290624"
"19-02-2020","Investment and Trading: FOREX- # Science- #Climate #change https://t.co/soy6LN1nz9","London","0","https://twitter.com/jofstrade/status/1230045862493118465"
"19-02-2020","#science The 11TH HOUR FOR THE EAH #climate #change #climatechange https://t.co/mrNoQhJGct","Rural Hall, North Carolina, USA","0","https://twitter.com/EDITORatWORK/status/1230045038052364289"
"19-02-2020"," @ProjectDrives: Low and Zero-emission Vehicles and Battery Efficiency are on the top of the most important drives of change.  Here are m...","Bucharest, Romania","2","https://twitter.com/APIARomania/status/1230044721705373696"
"19-02-2020","Teen #climate and #environmental activist @GretaThunberg will emphasize the “reality” of climate change on her own BBC docu-series. #changetheworld @nypost  https://t.co/I299x1qIHf","London, England","0","https://twitter.com/IEMplc/status/1230041865266790400"
"19-02-2020","How to heal our planet: four books on #climate change | https://t.co/jMV47EvLVg via @financialtimes","Luxembourg","0","https://twitter.com/LundqvistMaria/status/1230040665838493696"
"19-02-2020","What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come? Join Sam and Neil, learn 6 pieces of #useful #vocabulary and hear all about it in this 6 Minute English! ... https://t.co/rrSneUv4Hr","","0","https://twitter.com/retwenglish/status/1230040169375584256"
"19-02-2020","#Climate NPG: Climate change responses benefit from a global food system approach https://t.co/gh2rFu9B93","","0","https://twitter.com/geomatlab/status/1230040105143894016"
"19-02-2020"," @HeinzVHoenen: #SDGs #climate   How to Change Course on Climate?   by @BCG => https://t.co/Uji3wFGHhy  TY, MT @alvinfoo  cc @jgodard2 @s...","","15","https://twitter.com/BadhwarNidhi/status/1230036908551610373"
"19-02-2020","Climate change threatens future of all children: UN report  #auspol #ClimateEmergency @StrikeClimate @GretaThunberg @climatecouncil @Jackthelad1947 @PaulHBeckwith @PaulEDawson #climate https://t.co/IJp8Lf5DYb","","0","https://twitter.com/wnhynd/status/1230034581165760512"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","高雄市, 台灣","12","https://twitter.com/rinascita_guo/status/1230032399125188608"
"19-02-2020","Delingpole: Britains Floods Have Nothing to Do With Climate Change -   https://t.co/4PxV2jGP3a   #climate #storms #solarflares #cme #volcanoes #quakes #agw  @talkradio #talkradio #lbc @lbc  @JuliaHB1 @Piers_Corbyn @iromg","Bishops Castle","0","https://twitter.com/pablothehat/status/1230031894693236736"
"19-02-2020"," @blairpalese: This is #climate change. “Sifting through the ashes: Mallacoota residents after the bushfires – in pictures” - once again...","Germany","15","https://twitter.com/teachersforfut1/status/1230029692914356225"
"19-02-2020","#Climate change concerns prompt more youths to go vegetarian or vegan: The Abbotsford News https://t.co/OqeKbuES4o #environment  MORE w/ EcoSearch - news: https://t.co/7Wa9CdCMgC web: https://t.co/zCukeFp6w2","New York, NY","0","https://twitter.com/EcoInternetDrGB/status/1230027253616001024"
"19-02-2020","Major airlines say theyre acting on climate change. Our research reveals how little theyve achieved  #climateemergency #climate #climatecrisis  https://t.co/xNQfP5Efqs via @ConversationEDU","Norway","0","https://twitter.com/JensenLiv/status/1230026857954889728"
"19-02-2020"," @HeinzVHoenen: #SDGs #climate   How to Change Course on Climate?   by @BCG => https://t.co/Uji3wFGHhy  TY, MT @alvinfoo  cc @jgodard2 @s...","Brisbane","15","https://twitter.com/DigitalColmer/status/1230026774110556160"
"19-02-2020"," @TRF_Stories: How are cat videos, data and climate change connected? 🧐 | @UmbertoBacchi reports #propertyrights #digitalrights #climate...","lihyi.beh@thomsonreuters.com","5","https://twitter.com/behlihyi/status/1230026199730016256"
"19-02-2020","Here are 8 powerful examples of #artificialintelligence for good as it is applied to some of the toughest challenges facing society today #Accessibility #Climate Change #Resilience https://t.co/UDXe0Oxmis #ImprovingQualityofLife","London, England","0","https://twitter.com/n_sauber/status/1230024224166699008"
"19-02-2020","#deserts TURNING DESES INTO FORESTS #climate #change #forests https://t.co/AtoUuaHpOk","Rural Hall, North Carolina, USA","0","https://twitter.com/EDITORatWORK/status/1230024113500098561"
"19-02-2020"," @AvinashJat01: As #climate change continues, severe weather events – from #cyclones to #droughts – will become increasingly frequent and...","india","1","https://twitter.com/DineshB39503455/status/1230023231609790464"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","Saarbrücken","12","https://twitter.com/wagjuer/status/1230019959541161984"
"19-02-2020","As #climate change continues, severe weather events – from #cyclones to #droughts – will become increasingly frequent and intense. But there is a simple way to boost climate resilience for farmers in vulnerable regions- investment in #goat markets. https://t.co/Fpn6yXEWZv","Jaipur, India","1","https://twitter.com/AvinashJat01/status/1230019943745245186"
"19-02-2020"," @silvial51566723: Climate change its a fact not an opinion. @e_thunter @AidanRGallagher @vanessa_vash @Greenpeace @greenpeacemx @GretaTh...","Norrköping, Sweden","9","https://twitter.com/AdamSrigley/status/1230019936829005824"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","","12","https://twitter.com/soldier_777/status/1230018374886969344"
"19-02-2020"," @COVID19Update: Amazon CEO @JeffBezos has committed $10 billion to combat climate change through a new fund. The #BezosEarthFund will be...","Aydın ","3","https://twitter.com/DilekAkcTayanc/status/1230016633390931968"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","Belize","12","https://twitter.com/AnimalsBelize/status/1230014027339833345"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","Reykjavík, Ísland","12","https://twitter.com/Icelander_is/status/1230013887757590530"
"19-02-2020"," @Univrslfeelings: Climate change threatens future of all children #United #Nation #Climate #Change #Threatens #Future #Children #Weather...","","1","https://twitter.com/Baqarsajjad2/status/1230013371426234368"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","","12","https://twitter.com/AnimalsHolbox/status/1230012952553705473"
"19-02-2020","Climate change threatens future of all children #United #Nation #Climate #Change #Threatens #Future #Children #Weather #UN #News #Latest #Update #Feelings #Universalfeelings   https://t.co/8Aa53CpYHe","","1","https://twitter.com/Univrslfeelings/status/1230012873058983936"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","","12","https://twitter.com/paintingpaws29/status/1230012586797797376"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","","12","https://twitter.com/AnimalDefenceMX/status/1230011636360056833"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","England, United Kingdom","12","https://twitter.com/AEnglisc/status/1230011306876579844"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","Benghazi , Libya.","12","https://twitter.com/RiyadhAlrifai/status/1230010367989948416"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","Súdwest Fryslân, Nederland","12","https://twitter.com/FryskeKatten/status/1230009685681614850"
"19-02-2020"," @parents4futureG: Greta Thunberg’s presence at the demonstration highlights that the fight against climate change appears to be firmly e...","","4","https://twitter.com/schmidt_fu/status/1230009634628538369"
"19-02-2020"," @bbcle: What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come?...","","12","https://twitter.com/cocomclau/status/1230009633667981315"
"19-02-2020","What will the #food of the #future be? Considering #overpopulation and #climate change, what will humanity eat in time to come? Join Sam and Neil, learn 6 pieces of #useful #vocabulary and hear all about it in this 6 Minute English! https://t.co/4Pd0jsGAl1 #learnenglish #elt https://t.co/4fQinOBMz8","","12","https://twitter.com/bbcle/status/1230009169501151232"
"19-02-2020"," @Cecalli_Helper: Please sign and share the #Petition to Evacuate International Students from Wuhan, Hubei Province, China https://t.co/6...","34N　135E","9","https://twitter.com/NaomiDeSAUL1/status/1230007788341882880"
"19-02-2020"," @ECETOC: Have you wondered how #plant  breeding can help grow healthy food 🥘in a changing #climate ❓  Then read this story @Syngenta to...","Cooper Centre, Kaptagat Rd","3","https://twitter.com/CropLifeKenya/status/1230007627968663552"
"19-02-2020","#Climate change threatens future of all children: UN report: Deutsche Welle https://t.co/Mtob1aoSnV #environment  MORE w/ EcoSearch - news: https://t.co/upuYg4F8T3 web: https://t.co/Rz24pFA7Ch","New York, NY","0","https://twitter.com/EcoInternetDrGB/status/1230007364041838592"
"19-02-2020","#Bees and other flying pollinators may struggle in the higher and more frequent winds caused by #climate change -  new study https://t.co/8m7O33hW8H","Berlin, Lomé, New York, Perth","0","https://twitter.com/CA_Latest/status/1230005632775966721"
"19-02-2020"," @CCLsaltlake: It’s now clear that if the world is to meet the climate targets it promised in Paris, natural gas, like coal, must be deli...","","8","https://twitter.com/EibbedNosredna/status/1229999172117565440"
"19-02-2020"," @jaznorfolk: Delighted to see some research I did with colleagues from @CIFOR get cited in @TheEconomist this week! Destroying #bluecarb...","Nice, France","10","https://twitter.com/MFulchiron/status/1229997526704586752"
"19-02-2020"," @COVID19Update: Amazon CEO @JeffBezos has committed $10 billion to combat climate change through a new fund. The #BezosEarthFund will be...","Vancouver/Hornby Island","3","https://twitter.com/theunretired/status/1229995444790423553"
"19-02-2020"," @Cecalli_Helper: Please sign and share the #Petition to Evacuate International Students from Wuhan, Hubei Province, China https://t.co/6...","","9","https://twitter.com/limahall1/status/1229995257682522112"
"19-02-2020"," @CCLsaltlake: On President’s Day, we remember how American leaders have confronted major global challenges throughout our nation’s histo...","Salt Lake City, UT","2","https://twitter.com/csharpsteen1/status/1229993563686981634"
"19-02-2020"," @CCLsaltlake: It’s now clear that if the world is to meet the climate targets it promised in Paris, natural gas, like coal, must be deli...","Salt Lake City, UT","8","https://twitter.com/csharpsteen1/status/1229993520670228480"
"19-02-2020"," @CCLsaltlake: It’s now clear that if the world is to meet the climate targets it promised in Paris, natural gas, like coal, must be deli...","","8","https://twitter.com/lfoxxps/status/1229992869118693376"
"19-02-2020"," @ANUFennerSchool: Campus #climate revolution: @ouranu Council has passed a resolution calling for urgent action to address climate chang...","","6","https://twitter.com/leaf2field/status/1229990036428312578"
"19-02-2020"," @ChristopherNFox: ...concerns about #climate change impacts on investors have moved well beyond stakeholder protests and petitions at c...","Tulsa, OK","4","https://twitter.com/sophiabkv/status/1229988921058250752"
"19-02-2020"," @KDRayfield: .  #apathy may ‘get us’ before #climate #change.  jus sayin.","Sangre de Christos Mtns NM USA","1","https://twitter.com/KDRayfield/status/1229987965566238721"
"19-02-2020"," @ANUFennerSchool: Campus #climate revolution: @ouranu Council has passed a resolution calling for urgent action to address climate chang...","Canberra, Australia","6","https://twitter.com/depi_forester/status/1229987868535226370"
"19-02-2020"," @MDeMocker: Honored to be in this @washingtonpost piece by @CaitJGibson on #family lifestyle changes vs. #climate #activism:  Focus tim...","Portland, OR","4","https://twitter.com/nora_lehmann/status/1229986592070127617"
"19-02-2020"," @Cecalli_Helper: Please sign and share the #Petition to Evacuate International Students from Wuhan, Hubei Province, China https://t.co/6...","unceded territory Coast Salish xʷməθk̓wəym (Musqueam) Skwxwú7mesh (Squamish) Stó:lō &   Səlilwətaʔ/Səlilwittulh̓ (Tsleil- Waututh)","9","https://twitter.com/Blubdha/status/1229986102368292865"
"19-02-2020"," @ForbesME: Bezos Pledges $10 Billion—Nearly 10% Of Net Worth—Toward Solving Climate Change  https://t.co/ySCqfUkY65 #Jeffbezos #Pledge...","مفضلتي بعثره يا أمي🇯🇴","5","https://twitter.com/amalal99/status/1229985912270000129"
"19-02-2020"," @silvial51566723: Climate change its a fact not an opinion. @e_thunter @AidanRGallagher @vanessa_vash @Greenpeace @greenpeacemx @GretaTh...","Norwegian-American in Oregon","9","https://twitter.com/CapnSasquatch/status/1229984762455945216"
"19-02-2020"," @Cecalli_Helper: Please sign and share the #Petition to Evacuate International Students from Wuhan, Hubei Province, China https://t.co/6...","Planet Earth,Japan","9","https://twitter.com/microcarpa1/status/1229983559617662978"
"19-02-2020"," @BradZarnett: Whats the common theme between the #DNC not wanting a #climate debate and the sudden rule change by the DNC that allowed...","Montana, USA","4","https://twitter.com/lindhays/status/1229983392109752320"
